City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
442,Desaguadero,PE,56.26,scattered clouds,-16.5656,-69.0417,av. panamericana 264 desaguadero hotel
444,Grand Gaube,MU,73.38,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
447,Bubaque,GW,82.8,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
449,Nantucket,US,55.15,light rain,41.2835,-70.0995,Jared Coffin House
450,Belen,TR,64.54,scattered clouds,36.4891,36.2233,Varlıbaş Uyku Sarayı
452,Gorontalo,ID,75.78,few clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
453,Grafton,US,50.36,mist,42.207,-71.6856,The Grafton Inn
455,Pavilosta,LV,53.55,overcast clouds,56.8879,21.1859,"Hotel ""Vēju paradīze"""
456,Lompoc,US,75.56,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
457,Santa Cruz,BO,93.25,few clouds,-17.8,-63.1667,Aviador Hotel Boutique
458,Sahaswan,IN,69.44,clear sky,28.0833,78.75,Lala Munna Lal Halbayi
459,Jaffna,LK,82.72,overcast clouds,9.6685,80.0074,Green Grass Hotel & Restaurant
460,Kieta,PG,78.4,moderate rain,-6.2167,155.6333,Uruna Bay Retreat
462,Santa Ines,BR,87.26,broken clouds,-3.6667,-45.38,Palace hotel
464,Coquimbo,CL,62.42,broken clouds,-29.9533,-71.3436,Punto de encuentro
466,Flinders,AU,59.2,overcast clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
467,Lata,PT,70.21,clear sky,40.1629,-8.3327,Casa Maquia
469,Comodoro Rivadavia,AR,76.86,clear sky,-45.8667,-67.5,Austral Hotel
470,Bathsheba,BB,84.81,few clouds,13.2167,-59.5167,Atlantis Hotel
471,Kismayo,SO,79.38,clear sky,-0.3582,42.5454,Agan-Hotel
472,Fare,PF,79.29,broken clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
474,Port Hedland,AU,73.45,clear sky,-20.3167,118.5667,The Esplanade Hotel
475,Belmonte,BR,84.2,scattered clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
476,Ravar,IR,59.4,clear sky,31.2656,56.8055,کافی نت و کامپیوترپرشین سیستم
477,Geraldton,AU,57.61,overcast clouds,-28.7667,114.6,Broadwater Mariner Resort
479,Luanda,AO,77.0,light rain,-8.8368,13.2343,Hotel Fórum
480,West Bay,KY,89.08,scattered clouds,19.3667,-81.4167,Calypso Cove
481,San Patricio,US,87.89,scattered clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
482,Gagnoa,CI,74.35,moderate rain,6.1293,-5.9437,Residence Kiliyo
483,Payo,ID,73.87,overcast clouds,-3.7508,103.6372,Mess keban agung
489,Odweyne,SO,73.44,clear sky,9.4092,45.064,Eng Hiirey House
490,Hervey Bay,AU,75.02,clear sky,-25.2986,152.8535,Shelly Bay Resort
492,Plouzane,FR,59.18,few clouds,48.3833,-4.6167,Lymina
493,Barcarena,BR,78.85,broken clouds,-1.5058,-48.6258,Dos Santos Hotel
494,La Rioja,ES,56.98,few clouds,42.25,-2.5,Casa Concejos
495,San Juan,AR,94.55,clear sky,-31.5375,-68.5364,Hotel Provincial
497,Monrovia,LR,83.97,scattered clouds,6.3005,-10.7969,Sunset Inn
498,Muroto,JP,65.39,clear sky,33.2833,134.15,Oota Ryokan
500,Tautira,PF,80.62,light rain,-17.7333,-149.15,Pension Oaoa
501,Mangan,IN,59.83,clear sky,27.5167,88.5333,Hotel Mout View
503,Eureka,US,64.2,overcast clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
505,Port Blair,IN,81.09,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
507,Morro Bay,US,73.99,clear sky,35.3658,-120.8499,Inn at Morro Bay
509,Conceicao Do Mato Dentro,BR,77.63,overcast clouds,-19.0372,-43.425,Hotel Vista Inn
511,The Valley,AI,87.66,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
512,Arzachena,IT,63.84,overcast clouds,41.0769,9.3887,Hotel Citti
513,Guaruja,BR,83.8,light intensity drizzle,-23.9931,-46.2564,Charme Hotel Guarujá
515,Houston,US,69.94,broken clouds,29.7633,-95.3633,"Hotel ICON, Autograph Collection"
516,Kokopo,PG,77.9,light rain,-4.352,152.2633,Kokopo Beach Bungalow Resort
519,Imbituba,BR,82.29,overcast clouds,-28.24,-48.6703,Praia Hotel Imbituba
520,Maumere,ID,81.05,broken clouds,-8.6199,122.2111,Sylvia Hotel
524,Marsaxlokk,MT,68.61,few clouds,35.8419,14.5431,Water's Edge
526,Tomatlan,MX,87.35,broken clouds,19.9333,-105.25,El Salvial
527,Port Keats,AU,82.74,clear sky,-14.25,129.55,TDC Village (Hundred Man Camp)
529,Tagusao,PH,79.34,overcast clouds,9.1924,117.8141,Toledo
530,Quatre Cocos,MU,73.09,clear sky,-20.2078,57.7625,Sunrise Attitude Hotel
532,Paciran,ID,81.16,overcast clouds,-6.8767,112.3761,Tanjung Kodok Beach Resort
533,Bridgetown,BB,84.69,few clouds,13.1,-59.6167,Hilton Barbados Resort
535,Vanimo,PG,79.03,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
536,Canberra,AU,51.75,overcast clouds,-35.2835,149.1281,Novotel Canberra
537,Shaoxing,CN,62.92,broken clouds,30.011,120.5715,Holiday Inn Shaoxing
540,Sinnamary,GF,84.65,few clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
541,Boyle,US,59.16,broken clouds,37.6334,-84.8666,Chaplin Hill Bed and Breakfast
542,Poum,NC,74.73,few clouds,-20.2333,164.0167,Gîte kajeon
544,Corinto,GR,63.9,overcast clouds,37.9407,22.9573,Ephira Hotel
545,Arlit,NE,90.34,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
546,Gunjur,GM,89.67,overcast clouds,13.2019,-16.7339,"Gunjur, dalabaa lodge"
547,Touros,BR,88.7,scattered clouds,-5.1989,-35.4608,INN NEW HORIZON
548,Takoradi,GH,79.47,broken clouds,4.8845,-1.7554,Raybow International Hotel
549,Bom Jesus Da Lapa,BR,95.25,clear sky,-13.255,-43.4181,Hotel das Nações
550,Arinos,BR,92.35,few clouds,-15.9169,-46.1056,casa do bruno
551,Bacolod,PH,77.95,overcast clouds,10.6667,122.95,Planta Hotel & Residences
552,Bahia Blanca,AR,89.62,clear sky,-38.7196,-62.2724,Hotel Argos
554,La Asuncion,VE,82.13,overcast clouds,11.0333,-63.8628,Colinas de Matasiete
555,Bourail,NC,71.51,scattered clouds,-21.5667,165.4833,Motel Allamanda
556,Nelson,NZ,57.29,overcast clouds,-41.2833,173.2833,Rutherford Hotel Nelson
557,Reporoa,NZ,57.42,light rain,-38.4333,176.35,Reporoa
558,Westport,US,61.2,overcast clouds,41.1415,-73.3579,The Westport Inn
559,Ayame,CI,76.39,light rain,5.6083,-3.1563,Hotel Bossan
560,Olot,ES,59.29,overcast clouds,42.181,2.4901,Hotel Riu Fluvià
561,Byron Bay,AU,73.35,scattered clouds,-28.65,153.6167,Backpackers Inn on the Beach
562,Alexandria,EG,74.32,broken clouds,31.2156,29.9553,Royal Crown Hotel
565,Saurimo,AO,66.76,light rain,-9.6608,20.3916,Hotel Kawissa Saurimo
566,Baturaja,ID,74.32,overcast clouds,-4.1333,104.1667,"HOTEL Sekar Sunja, Baturaja Timur, Ogan Komering Ulu"
567,Calama,CL,73.89,clear sky,-22.4667,-68.9333,Diego De Almagro Calama
568,Pirganj,BD,71.71,clear sky,25.8523,88.3618,শেখ ছাত্রী নিবাস
571,Newport,GB,60.84,overcast clouds,51.5877,-2.9984,ibis budget Newport
574,Morant Bay,JM,87.62,overcast clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
577,Chake Chake,TZ,76.28,clear sky,-5.2459,39.7666,Hotel Archipelago
578,Angoche,MZ,78.15,clear sky,-16.2325,39.9086,Guest House HESADA
580,Venice,US,87.06,broken clouds,27.0998,-82.4543,A Beach Retreat On Casey Key
582,Manicore,BR,82.69,light rain,-5.8092,-61.3003,Hotel Durval
583,Mayo,US,71.19,clear sky,38.8876,-76.5119,Resorts Resource Group International
585,Matara,LK,76.66,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
586,Izumo,JP,53.55,clear sky,35.3667,132.7667,Toyoko-Inn Izumoshi ekimae
587,Pochutla,MX,91.22,broken clouds,15.7432,-96.4661,Hotel Posada San Jose
588,High Rock,BS,82.42,few clouds,26.6208,-78.2833,Hideaway Bahamas Beach Club
590,Zhicheng,CN,61.47,broken clouds,30.2956,111.5047,Wangjiang Building
591,La Libertad,EC,74.86,overcast clouds,-2.2333,-80.9,Playa Canela Hotel Boutique
593,Portland,US,56.61,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
594,Yankton,US,53.11,mist,42.8711,-97.3973,"Holiday Inn Express & Suites Yankton, an IHG Hotel"
597,Mandan,US,52.03,clear sky,46.8267,-100.8896,Twin City Estates
600,Evanston,US,56.8,scattered clouds,42.0411,-87.6901,Hilton Garden Inn Chicago North Shore/Evanston
602,Barroquinha,BR,91.18,scattered clouds,-3.0189,-41.1361,Pousada Fontenele
603,Bontang,ID,79.09,broken clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
606,Shenjiamen,CN,66.45,scattered clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
607,Kishanganj,IN,71.71,clear sky,26.1167,87.9333,HOTEL SILVERSTAR
608,Nizwa,OM,76.23,broken clouds,22.9333,57.5333,Orient Apartments
610,Doha,QA,84.51,clear sky,25.2867,51.5333,Movenpick Hotel Doha
611,Hualmay,PE,69.69,few clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
612,Lauf,DE,53.19,clear sky,48.65,8.1333,Hotel Burg Windeck Bühl
614,Pailon,BO,94.68,scattered clouds,-17.65,-62.75,Alojamiento pailon
615,Akyab,MM,78.22,overcast clouds,20.15,92.9,Hotel Memory
616,Mayumba,GA,76.12,overcast clouds,-3.432,10.6554,LIKWALE LODGE
617,Kampot,KH,78.85,overcast clouds,10.6167,104.1833,Two Moons Hotel
618,Port Augusta,AU,62.71,few clouds,-32.5,137.7667,Majestic Oasis Apartments
619,Sapele,NG,77.7,light rain,5.8941,5.6767,Movig Hotel & Suites
620,Sterling,US,69.96,clear sky,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
621,Benito Juarez,MX,75.0,clear sky,19.385,-99.165,Hotel Novit
622,Apen,DE,58.15,overcast clouds,53.2167,7.8,Hengstforder Mühle
624,Namibe,AO,67.37,scattered clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
625,Clyde,US,53.92,overcast clouds,41.3042,-82.9752,Red Roof Inn Clyde
627,Gushikawa,JP,72.63,clear sky,26.3544,127.8686,Kirari Guest House
628,Ambulu,ID,76.33,overcast clouds,-8.345,113.6058,Hotel Ambulu Jember
630,Amparafaravola,MG,65.82,clear sky,-17.5833,48.2167,Aina Franco
635,Dingle,PH,75.56,heavy intensity rain,10.9995,122.6711,SEGAYA PROPERTY
636,Saint Anthony,US,52.66,overcast clouds,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
639,Goderich,CA,59.04,overcast clouds,43.7501,-81.7165,Harmony Inn
640,Varkkallai,IN,78.58,overcast clouds,8.7341,76.7067,SPOT ON 72723 Pathanjali Ayurveda Yoga Centre( Dreams Beach Resort)
641,Gisborne,NZ,61.95,overcast clouds,-38.6533,178.0042,ASURE Alfresco Motor Lodge
643,Vila Do Maio,CV,86.79,broken clouds,15.1333,-23.2167,Hotel Marilu
645,Grand-Santi,GF,93.99,broken clouds,4.25,-54.3833,Hotel La Villa Couacou
646,Yanam,IN,76.95,clear sky,16.7333,82.2167,The Regency Hotel
648,Shimoda,JP,59.11,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
649,Mazamari,PE,90.12,scattered clouds,-11.3258,-74.5308,Hospedaje Ratto
650,Dzilam Gonzalez,MX,93.97,scattered clouds,21.2833,-88.9333,posadas
651,Forrest City,US,64.26,overcast clouds,35.0081,-90.7898,Hampton Inn Forrest City
653,Moree,AU,62.62,clear sky,-29.4667,149.85,Molika Springs Motel
654,Ambunti,PG,74.16,overcast clouds,-4.2365,142.8448,Ambunti Lodge
656,Minab,IR,78.3,few clouds,27.1467,57.0801,Bam campground
658,Santiago,CL,80.04,clear sky,-33.4569,-70.6483,Che Lagarto Hostel Santiago
659,Caldwell,US,57.99,broken clouds,43.6629,-116.6874,La Quinta Inn by Wyndham Caldwell
661,Hayden,US,50.97,few clouds,47.766,-116.7866,Triple Play Resort Hotel & Suites
662,Sechura,PE,77.94,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
664,Salamiyah,SY,69.13,clear sky,35.0113,37.0532,Gondolas Forum grandchildren and grandparents
665,Gobo,JP,58.98,clear sky,33.8833,135.15,Tabiji
667,Mwinilunga,ZM,73.71,broken clouds,-11.7358,24.4293,Kwakuwahi Lodge
668,Paita,PE,73.96,overcast clouds,-5.0892,-81.1144,Hotel Náutico de Paita
671,Marrakesh,MA,77.07,few clouds,31.6315,-8.0083,Novotel Marrakech Hivernage
672,Solok,ID,72.55,scattered clouds,-0.7918,100.6593,Mami Hotel & Restaurant
674,Owensboro,US,62.19,clear sky,37.7742,-87.1133,Courtyard by Marriott Owensboro
675,Kedainiai,LT,52.27,overcast clouds,55.2883,23.9747,Gray's house
676,Mutoko,ZW,66.88,few clouds,-17.397,32.2268,Mutoko Hotel
677,Kaeo,NZ,58.32,overcast clouds,-35.1,173.7833,Bushido Lodge
678,Mazagao,BR,95.05,overcast clouds,-0.115,-51.2894,Recanto dos Ferreiras
679,Kuala Terengganu,MY,78.75,scattered clouds,5.3302,103.1408,Hotel Grand Continental Kuala Terengganu (4 Star)
680,Swedru,GH,82.31,scattered clouds,5.5371,-0.6998,Emma-Ike Guesthouse
681,Guerrero Negro,MX,75.76,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
683,Hoi An,VN,76.96,overcast clouds,15.8794,108.335,Belle Maison Hadana Hoi An managed by H&K Hospitality
684,Yoichi,JP,53.22,broken clouds,43.2039,140.7703,Marumatta Farm 21
685,Los Llanos De Aridane,ES,69.55,few clouds,28.6585,-17.9182,Valle Aridane
